Wavelength(nm)	T%
429.5		0.000250636
429		0.000190927
428.5		3.87E-05
428		0.000196424
427.5		-0.00024515
427		-1.25E-05
426.5		1.02E-05
426		0.000211858
425.5		6.42E-05
425		-1.94E-06
424.5		0.000218239
424		-3.02E-05
423.5		-2.44E-06
423		5.56E-07
422.5		0.000171834
422		0.000353437
421.5		-0.00013151
421		7.39E-05
420.5		2.20E-05
420		-7.48E-05
419.5		4.16E-05
419		-0.000117169
418.5		3.10E-05
418		0.000231329
417.5		0.000150528
417		0.000126824
416.5		-0.000177476
416		0.000160992
415.5		7.35E-05
415		6.78E-05
414.5		0.000115647
414		-0.000106878
413.5		7.24E-05
413		8.53E-05
412.5		-0.000106011
412		7.34E-05
411.5		3.72E-05
411		0.000143125
410.5		8.99E-05
410		0.000108778
409.5		8.29E-05
409		-3.94E-05
408.5		-0.000152987
408		0.000227718
407.5		9.97E-05
407		-9.10E-05
406.5		-7.86E-05
406		2.86E-05
405.5		9.63E-05
405		6.98E-05
404.5		0.000238942
404		7.05E-05
403.5		-2.79E-05
403		0.000219756
402.5		-9.39E-05
402		0.000149222
401.5		7.51E-05
401		0.000261989
400.5		9.51E-05
400		-4.88E-05
399.5		0.00026406
399		-0.000155391
398.5		0.00022374
398		0.000103468
397.5		-6.98E-07
397		-7.60E-06
396.5		0.000391127
396		3.23E-05
395.5		-0.000177949
395		-2.73E-05
394.5		0.000148007
394		6.30E-05
393.5		-9.67E-05
393		0.000105061
392.5		0.000263888
392		0.000193017
391.5		0.000134518
391		0.000198921
390.5		-7.71E-05
390		-0.000152645
389.5		-0.000157718
389		0.000158209
388.5		6.00E-05
388		-0.000129673
387.5		2.66E-05
387		6.82E-05
386.5		-0.000341907
386		5.67E-05
385.5		-9.00E-05
385		0.00027078
384.5		0.000187556
384		0.000105605
383.5		-4.92E-05
383		0.00018275
382.5		6.15E-05
382		0.00042814
381.5		-7.96E-05
381		4.81E-05
380.5		-6.67E-06
380		7.11E-05
379.5		-5.67E-05
379		4.28E-05
378.5		0.000226214
378		-5.88E-05
377.5		-0.000133399
377		-6.20E-06
376.5		-0.000214879
376		-0.000156522
375.5		0.000269905
375		0.000138609
374.5		7.01E-05
374		-0.000131167
373.5		0.000162937
