Wavelength(nm)	T%
348.5		0.000135969
348		0.000110195
347.5		0.000250875
347		5.02E-05
346.5		2.32E-05
346		0.000153376
345.5		0.000149425
345		0.00015523
344.5		0.000178552
344		0.000123837
343.5		0.000102643
343		0.000185674
342.5		0.000176146
342		0.00017819
341.5		6.67E-05
341		0.000145733
340.5		0.000163025
340		0.000141862
339.5		8.43E-05
339		0.000256555
338.5		7.49E-05
338		7.32E-05
337.5		2.98E-05
337		0.000173737
336.5		0.000178412
336		0.000104385
335.5		0.000175831
335		-6.32E-07
334.5		-6.40E-05
334		1.18E-05
333.5		0.000113162
333		0.000107727
332.5		7.75E-05
332		2.08E-05
331.5		4.12E-05
331		6.71E-05
330.5		0.000212123
330		0.000213643
329.5		-5.46E-05
329		0.000182656
328.5		0.000176083
328		0.000161268
327.5		-5.90E-05
327		0.000173172
326.5		0.000152855
326		0.000169681
325.5		-6.52E-05
325		5.05E-06
324.5		0.000154115
324		4.47E-05
323.5		0.000277403
323		0.000129175
322.5		0.000182383
322		0.000102369
321.5		0.000184647
321		9.00E-05
320.5		-1.19E-05
320		0.000165495
319.5		-0.000105455
319		5.22E-05
318.5		1.31E-05
318		0.000159863
317.5		6.76E-05
317		2.35E-07
316.5		6.39E-05
316		3.18E-05
315.5		4.93E-05
315		5.05E-05
314.5		6.66E-05
314		-6.02E-06
313.5		-7.48E-05
313		0.000130718
312.5		8.06E-05
312		0.000236275
311.5		0.000185028
311		0.000122291
310.5		0.000161967
310		6.89E-05
309.5		4.16E-05
309		3.85E-05
308.5		6.15E-05
308		0.000102449
307.5		8.43E-05
307		0.000249639
306.5		7.50E-05
306		0.00012873
305.5		0.000115291
305		6.11E-05
304.5		-7.33E-05
304		-2.19E-05
303.5		-1.43E-05
303		1.74E-05
302.5		0.000106274
302		0.000221694
301.5		6.69E-05
301		0.00012417
300.5		-2.21E-06
300		0.000113525
