Wavelength(nm)	T%
367		0.000325294
366.5		0.000232552
366		0.000371579
365.5		-9.82E-07
365		0.000147458
364.5		7.95E-05
364		0.000140622
363.5		0.000198837
363		0.000272639
362.5		0.000297182
362		0.000201137
361.5		0.00021726
361		0.00017085
360.5		0.000180365
360		8.52E-05
359.5		0.00032565
359		0.000480566
358.5		0.00012301
358		-4.90E-05
357.5		0.000127094
357		0.000198382
356.5		0.000243089
356		0.000137559
355.5		0.000153856
355		2.84E-05
354.5		0.000446474
354		0.000361919
353.5		0.000435356
353		0.000384722
352.5		9.20E-05
352		0.000254844
351.5		0.000281333
351		0.000158195
350.5		0.000355027
350		-2.45E-05
349.5		-0.000373211
349		0.000131019
348.5		0.000176688
348		0.000272828
347.5		0.000318035
347		0.000550751
346.5		-8.59E-05
346		0.000261494
345.5		0.000169303
345		7.87E-05
344.5		3.83E-05
344		0.000494114
343.5		0.000154871
343		7.64E-05
342.5		8.11E-05
342		-8.07E-05
341.5		0.000199476
341		0.000381964
340.5		0.000197539
340		5.20E-05
339.5		0.000356409
339		0.000255179
338.5		0.000205806
338		0.000142044
337.5		6.96E-05
337		0.000132413
336.5		0.000266516
336		-0.000120998
335.5		-0.000100939
335		0.000157757
334.5		0.000151728
334		-5.24E-05
333.5		0.000192852
333		0.000145073
332.5		1.04E-05
332		0.000110246
331.5		0.000197928
331		1.26E-05
330.5		0.000335972
330		0.000265862
329.5		0.000195335
329		0.000202987
328.5		0.000263729
328		-1.41E-05
327.5		0.000207793
327		0.000281735
326.5		0.000206167
326		0.000189513
325.5		0.000144607
325		0.000220119
324.5		0.000166678
324		0.000204525
323.5		0.000250998
323		-3.33E-05
322.5		0.000184656
322		0.000137492
321.5		0.000220619
321		4.03E-05
320.5		9.22E-05
320		-0.000180257
319.5		0.000130466
319		4.72E-05
318.5		0.000181129
318		0.000244858
317.5		-3.55E-05
317		0.000157836
316.5		0.000217678
316		-0.00012604
315.5		0.000301117
315		0.000226202
314.5		0.000107511
314		0.000160661
313.5		0.00013846
313		3.55E-05
312.5		0.000288855
312		3.08E-06
311.5		0.000213089
311		0.00018655
310.5		6.41E-05
310		0.000243221
309.5		7.53E-05
309		0.000231742
308.5		0.000201566
308		1.63E-05
307.5		-2.65E-05
307		0.000132672
306.5		5.98E-05
306		-9.41E-05
305.5		0.000267618
305		-8.76E-05
304.5		4.33E-05
304		-2.70E-05
303.5		3.19E-05
303		4.03E-05
302.5		0.000119293
302		0.000284809
301.5		0.000253476
301		0.000316126
300.5		2.80E-05
300		0.000258083
