Wavelength(nm)	T%
560.5		2.110439539
560		2.537026882
559.5		3.052146673
559		3.67734766
558.5		4.475124359
558		5.455565929
557.5		6.663723469
557		8.208286285
556.5		10.12674809
556		12.47781181
555.5		15.40787697
555		18.99748802
554.5		23.29114723
554		28.38443565
553.5		34.35136795
553		40.84670258
552.5		47.73363495
552		54.89707565
551.5		61.72451401
551		67.8578186
550.5		73.22549438
550		77.44758606
549.5		80.48577881
549		82.4905014
548.5		83.63975525
548		84.13999939
547.5		84.20743561
547		84.02818298
546.5		83.7529068
546		83.47368622
545.5		83.26753235
545		83.16209412
544.5		83.16648865
544		83.31829071
543.5		83.58766174
543		83.94182587
542.5		84.37652588
542		84.87095642
541.5		85.41233063
541		85.95561218
540.5		86.49189758
540		86.99281311
539.5		87.46109772
539		87.85747528
538.5		88.21647644
538		88.51538086
537.5		88.77519989
537		88.97551727
536.5		89.12515259
536		89.2345047
535.5		89.31355286
535		89.36826324
534.5		89.41504669
534		89.43663788
533.5		89.45413208
533		89.4858551
532.5		89.51616669
532		89.58438873
531.5		89.64002991
531		89.7071991
530.5		89.7775116
530		89.86065674
529.5		89.94593048
529		90.04929352
528.5		90.14385986
528		90.2452774
527.5		90.34427643
527		90.40997314
526.5		90.50035095
526		90.57588196
525.5		90.63318634
525		90.69064331
524.5		90.74610138
524		90.77672577
523.5		90.80115509
523		90.81242371
522.5		90.82408142
522		90.8113327
521.5		90.80524445
521		90.79166412
520.5		90.76625824
520		90.73839569
519.5		90.70839691
519		90.67462921
518.5		90.6410675
518		90.59976196
517.5		90.57187653
517		90.53089905
516.5		90.49773407
516		90.45826721
515.5		90.42225647
515		90.38578033
514.5		90.34619141
514		90.31968689
513.5		90.28634644
513		90.25418091
512.5		90.23205566
512		90.20973969
511.5		90.18528748
511		90.16677094
510.5		90.15444183
510		90.14206696
509.5		90.13427734
509		90.1339798
508.5		90.1263504
508		90.1361618
507.5		90.14635468
507		90.16197968
506.5		90.18093872
506		90.20371246
505.5		90.22569275
505		90.25308228
504.5		90.30661011
504		90.33132935
503.5		90.35988617
503		90.3918457
502.5		90.42250824
502		90.45484161
501.5		90.47406006
501		90.48616028
500.5		90.50834656
500		90.5227356
499.5		90.53295135
499		90.53674316
498.5		90.53775787
498		90.53030396
497.5		90.52635956
497		90.51535797
496.5		90.50982666
496		90.48860931
495.5		90.47177124
495		90.45497894
494.5		90.44533539
494		90.42875671
493.5		90.41090393
493		90.40732574
492.5		90.39547729
492		90.38905334
491.5		90.39025879
491		90.3983078
490.5		90.40116119
490		90.41339111
489.5		90.42647552
489		90.43006134
488.5		90.43256378
488		90.44284058
487.5		90.44837952
487		90.44882965
486.5		90.44530487
486		90.43813324
485.5		90.42396545
485		90.39916992
484.5		90.37743378
484		90.33763885
483.5		90.29597473
483		90.25543213
482.5		90.19611359
482		90.13951111
481.5		90.08013916
481		90.00482178
480.5		89.93618011
480		89.86336517
479.5		89.78311157
479		89.70854187
478.5		89.6314621
478		89.55656433
477.5		89.48916626
477		89.40471649
476.5		89.34463501
476		89.27844238
475.5		89.20696259
475		89.14483643
474.5		89.08436584
474		89.03453064
473.5		88.98061371
473		88.93508911
472.5		88.8931427
472		88.8563385
471.5		88.81164551
471		88.78284454
470.5		88.75011444
470		88.71087646
469.5		88.675354
469		88.6386795
468.5		88.60248566
468		88.55857849
467.5		88.51433563
467		88.46131897
466.5		88.40344238
466		88.33876038
465.5		88.26463318
465		88.19394684
464.5		88.11499786
464		88.03933716
463.5		87.95383453
463		87.85921478
462.5		87.77578735
462		87.68508148
461.5		87.58401489
461		87.50300598
460.5		87.41088867
460		87.32110596
459.5		87.22740173
459		87.13796997
458.5		87.05510712
458		86.97210693
457.5		86.88567352
457		86.80089569
456.5		86.72296906
456		86.63967133
455.5		86.55680084
455		86.47096252
454.5		86.39295959
454		86.30103302
453.5		86.20961761
453		86.10948944
452.5		85.98742676
452		85.88140869
451.5		85.76285553
451		85.64665222
450.5		85.50931549
450		85.37550354
449.5		85.22446442
449		85.06454468
448.5		84.9145813
448		84.74189758
447.5		84.6003418
447		84.4496994
446.5		84.27341461
446		84.13645935
445.5		84.01822662
445		83.90929413
444.5		83.82704163
444		83.76673126
443.5		83.7323761
443		83.73962402
442.5		83.73524475
442		83.72415924
441.5		83.73226929
441		83.74869537
440.5		83.74458313
440		83.72835541
439.5		83.69096375
439		83.64597321
438.5		83.53064728
438		83.40466309
437.5		83.25230408
437		83.08026123
436.5		82.89826202
436		82.7159729
435.5		82.56082916
435		82.37865448
434.5		82.22788239
434		82.10467529
433.5		81.99787903
433		81.94080353
432.5		81.88261414
432		81.85142517
431.5		81.82665253
431		81.79172516
430.5		81.74398804
430		81.67510986
429.5		81.57730865
429		81.44329071
428.5		81.29118347
428		81.10327911
427.5		80.88830566
427		80.67672729
426.5		80.45626068
426		80.24590302
425.5		80.08880615
425		79.9059906
424.5		79.75565338
424		79.62594604
423.5		79.51635742
423		79.38909149
422.5		79.24258423
422		79.07915497
421.5		78.85536194
421		78.58522034
420.5		78.27350616
420		77.92353821
419.5		77.51902008
419		77.13114929
418.5		76.70282745
418		76.2771759
417.5		75.91230011
417		75.60501099
416.5		75.32295227
416		75.09344482
415.5		74.90564728
415		74.74429321
414.5		74.5810318
414		74.40982819
413.5		74.16838837
413		73.86814117
412.5		73.51886749
412		73.04445648
411.5		72.46065521
411		71.82678986
410.5		71.1371994
410		70.37261963
409.5		69.53063965
409		68.65150452
408.5		67.68399048
408		66.63556671
407.5		65.51618958
407		64.18965149
406.5		62.70083618
406		61.03629303
405.5		59.13006592
405		56.9774704
404.5		54.66094589
404		52.14657211
403.5		49.37994003
403		46.49795532
402.5		43.51510239
402		40.31742096
401.5		37.03065491
401		33.73403931
400.5		30.30865097
400		26.87036133
399.5		23.48097229
399		20.14862823
398.5		16.94957352
398		14.03201485
397.5		11.37902451
397		8.993762016
396.5		7.003018856
396		5.354521751
395.5		3.974781513
395		2.908489227
394.5		2.095413923
394		1.475084782
393.5		1.01920867
393		0.692890465
392.5		0.460347891
392		0.301253408
391.5		0.195234433
391		0.125957713
390.5		0.080508329
390		0.053095747
389.5		0.036350511
389		0.025819357
388.5		0.019903405
388		0.016294843
387.5		0.014424518
387		0.012842812
386.5		0.012089947
386		0.011039596
385.5		0.010839262
385		0.010346924
384.5		0.009798458
384		0.009636013
383.5		0.009249548
383		0.009508076
382.5		0.009324561
382		0.0092532
381.5		0.00943864
381		0.009376634
380.5		0.009108823
380		0.008864759
379.5		0.008404509
379		0.00779339
378.5		0.00735865
378		0.006530526
377.5		0.005707568
377		0.005163376
376.5		0.004657947
376		0.004040235
375.5		0.003778861
375		0.003913882
374.5		0.003349912
374		0.003363542
373.5		0.003254694
373		0.00275919
372.5		0.002978452
372		0.002360442
371.5		0.002149224
371		0.001641116
370.5		0.001403224
370		0.001002486
369.5		0.000856715
369		0.000802149
368.5		0.000692378
368		0.000424158
367.5		0.00023882
