Wavelength(nm)	T%
376		7.55E-05
375.5		9.04E-05
375		8.31E-05
374.5		1.39E-05
374		0.000119623
373.5		0.000186036
373		2.08E-05
372.5		0.000164594
372		-7.36E-05
371.5		1.82E-05
371		-5.72E-05
370.5		0.000195723
370		0.000144248
369.5		-9.59E-06
369		3.57E-05
368.5		8.80E-05
368		0.000164743
367.5		8.80E-05
367		-1.10E-05
366.5		2.26E-05
366		-5.05E-05
365.5		-7.94E-05
365		-4.43E-05
364.5		-9.21E-05
364		0.000101941
363.5		4.76E-05
363		9.05E-05
362.5		6.96E-05
362		0.000107435
361.5		0.000289977
361		3.62E-05
360.5		9.39E-05
360		-1.53E-05
359.5		0.000138133
359		0.000179043
358.5		4.13E-05
358		0.000215691
357.5		0.000219386
357		8.47E-05
356.5		-4.63E-05
356		2.46E-05
355.5		0.000145377
355		8.90E-06
354.5		-3.55E-05
354		9.22E-06
353.5		8.35E-05
353		0.000127833
352.5		0.000107899
352		-8.06E-05
351.5		0.000103245
351		3.81E-05
350.5		0.000152054
350		0.000145817
349.5		-0.000611072
349		1.36E-05
348.5		-8.52E-06
348		3.71E-05
347.5		8.23E-05
347		0.000121393
346.5		5.21E-05
346		-1.06E-05
345.5		0.000102449
345		-6.87E-05
344.5		-1.77E-05
344		0.000116191
343.5		8.20E-05
343		0.000138208
342.5		0.000132254
342		0.000231083
341.5		0.000112952
341		6.05E-05
340.5		9.90E-05
340		9.46E-07
339.5		-9.16E-05
339		2.77E-05
338.5		6.60E-05
338		9.80E-05
337.5		0.000131348
337		9.99E-05
336.5		6.74E-05
336		0.000100729
335.5		0.000190079
335		-3.07E-06
334.5		0.000153101
334		0.000111978
333.5		0.000138914
333		0.000206343
332.5		9.84E-05
332		6.70E-06
331.5		0.000289152
331		0.000232454
330.5		0.000149254
330		-9.70E-05
329.5		7.47E-05
329		3.37E-05
328.5		0.0001022
328		-2.14E-05
327.5		4.25E-05
327		0.000220057
326.5		4.63E-05
326		5.20E-05
325.5		-4.48E-05
325		5.99E-06
324.5		-1.26E-05
324		5.18E-05
323.5		4.80E-07
323		0.000165856
322.5		7.98E-05
322		2.46E-05
321.5		2.51E-05
321		0.000138659
320.5		1.37E-05
320		7.51E-05
319.5		5.24E-05
319		-5.25E-05
318.5		8.18E-05
318		9.37E-05
317.5		8.09E-05
317		0.00025975
316.5		8.35E-05
316		9.73E-05
315.5		8.91E-05
315		6.41E-05
314.5		0.000151013
314		-4.29E-05
313.5		4.70E-06
313		0.000165727
312.5		6.07E-05
312		5.27E-05
311.5		-2.12E-05
311		5.87E-05
310.5		-4.10E-05
310		0.000145646
309.5		0.000143296
309		3.26E-05
308.5		3.48E-06
308		2.52E-05
307.5		0.000121475
307		5.45E-05
306.5		4.80E-05
306		6.49E-05
305.5		0.00012083
305		0.000173977
304.5		0.00012547
304		0.000160939
303.5		5.69E-05
303		-5.91E-08
302.5		0.000107221
302		0.000108094
301.5		-7.02E-05
301		7.33E-05
300.5		3.53E-05
300		0.000111867
